country,year,forest-km
United Kingdom,2001,28034
United Kingdom,2000,27930
United Kingdom,1999,27748
United Kingdom,1998,27566
United Kingdom,1997,27384
United Kingdom,1996,27202
United Kingdom,1995,27020
United Kingdom,1994,26838
United Kingdom,1993,26656
United Kingdom,1992,26474
United Kingdom,1991,26292
United Kingdom,1990,26110
United States,2012,3047876
United States,2011,3044048
United States,2010,3040220
United States,2009,3036392
United States,2008,3032564
United States,2007,3028736
United States,2006,3024908
United States,2005,3021080
United States,2004,3017254
United States,2003,3013428
United States,2002,3009602
United States,2001,3005776
United States,2000,3001950
United States,1999,2998090
United States,1998,2994230
United States,1997,2990370
United States,1996,2986510
United States,1995,2982650
United States,1994,2978790
United States,1993,2974930
United States,1992,2971070
United States,1991,2967210
United States,1990,2963350
Upper middle income,2012,11944681.9
Upper middle income,2011,11948157.6
Upper middle income,2010,11951633.8
Upper middle income,2009,11955109.7
Upper middle income,2008,11958585.4
Upper middle income,2007,11962061.5
Upper middle income,2006,11965536.6
Upper middle income,2005,11969012.7
Upper middle income,2004,11948505.4
Upper middle income,2003,11958186.1
Upper middle income,2002,11967868.8
Upper middle income,2001,11977550.5
Upper middle income,2000,12017262.2
Upper middle income,1999,12010075.3
Upper middle income,1998,12032919.4
Upper middle income,1997,12055762.5
Upper middle income,1996,12078605.6
Upper middle income,1995,12101449.7
Upper middle income,1994,12124292.1
Upper middle income,1993,12147135.7
Upper middle income,1992,12169979.4
Upper middle income,1991,11998495
Upper middle income,1990,12244227.8
Uruguay,2012,18336
Uruguay,2011,17888
Uruguay,2010,17440
Uruguay,2009,16992
Uruguay,2008,16544
Uruguay,2007,16096
Uruguay,2006,15648
Uruguay,2005,15200
Uruguay,2004,14984
Uruguay,2003,14768
Uruguay,2002,14552
Uruguay,2001,14336
Uruguay,2000,14120
Uruguay,1999,13628
Uruguay,1998,13136
Uruguay,1997,12644
Uruguay,1996,12152
Uruguay,1995,11660
Uruguay,1994,11168
Uruguay,1993,10676
Uruguay,1992,10184
Uruguay,1991,9692
Uruguay,1990,9200
Uzbekistan,2012,32677
Uzbekistan,2011,32716
Uzbekistan,2010,32755
Uzbekistan,2009,32794
Uzbekistan,2008,32833
Uzbekistan,2007,32872
Uzbekistan,2006,32911
Uzbekistan,2005,32950
Uzbekistan,2004,32784
Uzbekistan,2003,32618
Uzbekistan,2002,32452
Uzbekistan,2001,32286
Uzbekistan,2000,32120
Uzbekistan,1999,31953
Uzbekistan,1998,31786
Uzbekistan,1997,31619
Uzbekistan,1996,31452
Uzbekistan,1995,31285
Uzbekistan,1994,31118
Uzbekistan,1993,30951
Uzbekistan,1992,30784
Uzbekistan,1990,30450
Vanuatu,2012,4400
Vanuatu,2011,4400
Vanuatu,2010,4400
Vanuatu,2009,4400
Vanuatu,2008,4400
Vanuatu,2007,4400
Vanuatu,2006,4400
Vanuatu,2005,4400
Vanuatu,2004,4400
Vanuatu,2003,4400
Vanuatu,2002,4400
Vanuatu,2001,4400
Vanuatu,2000,4400
Vanuatu,1999,4400
Vanuatu,1998,4400
Vanuatu,1997,4400
Vanuatu,1996,4400
Vanuatu,1995,4400
Vanuatu,1994,4400
Vanuatu,1993,4400
Vanuatu,1992,4400
Vanuatu,1991,4400
Vanuatu,1990,4400
Venezuela,2012,456998
Venezuela,2011,459874
Venezuela,2010,462750
Venezuela,2009,465626
Venezuela,2008,468502
Venezuela,2007,471378
Venezuela,2006,474254
Venezuela,2005,477130
Venezuela,2004,480006
Venezuela,2003,482882
Venezuela,2002,485758
Venezuela,2001,488634
Venezuela,2000,491510
Venezuela,1999,494385
Venezuela,1998,497260
Venezuela,1997,500135
Venezuela,1996,503010
Venezuela,1995,505885
Venezuela,1994,508760
Venezuela,1993,511635
Venezuela,1992,514510
Venezuela,1991,517385
Venezuela,1990,520260
Vietnam,2012,140850
Vietnam,2011,139410
Vietnam,2010,137970
Vietnam,2009,136530
Vietnam,2008,135090
Vietnam,2007,133650
Vietnam,2006,132210
Vietnam,2005,130770
Vietnam,2004,128066
Vietnam,2003,125362
Vietnam,2002,122658
Vietnam,2001,119954
Vietnam,2000,117250
Vietnam,1999,114888
Vietnam,1998,112526
Vietnam,1997,110164
Vietnam,1996,107802
Vietnam,1995,105440
Vietnam,1994,103078
Vietnam,1993,100716
Vietnam,1992,98354
Vietnam,1991,95992
Vietnam,1990,93630
Virgin Islands (U.S.),2012,199
Virgin Islands (U.S.),2011,201
Virgin Islands (U.S.),2010,202
Virgin Islands (U.S.),2009,204
Virgin Islands (U.S.),2008,205.7
Virgin Islands (U.S.),2007,207.3
Virgin Islands (U.S.),2006,209
Virgin Islands (U.S.),2005,210.7
Virgin Islands (U.S.),2004,212.4
Virgin Islands (U.S.),2003,214.1
Virgin Islands (U.S.),2002,215.7
Virgin Islands (U.S.),2001,217.4
Virgin Islands (U.S.),2000,219.1
Virgin Islands (U.S.),1999,220.8
Virgin Islands (U.S.),1998,222.4
Virgin Islands (U.S.),1997,224.1
Virgin Islands (U.S.),1996,225.8
Virgin Islands (U.S.),1995,227.5
Virgin Islands (U.S.),1994,229.1
Virgin Islands (U.S.),1993,230.8
Virgin Islands (U.S.),1992,232.5
Virgin Islands (U.S.),1991,234.1
Virgin Islands (U.S.),1990,235.8
West Bank and Gaza,2012,91.7
West Bank and Gaza,2011,91.7
West Bank and Gaza,2010,91.7
West Bank and Gaza,2009,91.7
West Bank and Gaza,2008,91.7
West Bank and Gaza,2007,91.7
West Bank and Gaza,2006,91.7
West Bank and Gaza,2005,91.7
West Bank and Gaza,2004,91.5
West Bank and Gaza,2003,91.3
West Bank and Gaza,2002,91.2
West Bank and Gaza,2001,91
West Bank and Gaza,2000,90.8
West Bank and Gaza,1999,90.8
West Bank and Gaza,1998,90.8
West Bank and Gaza,1997,90.8
West Bank and Gaza,1996,90.8
West Bank and Gaza,1995,90.8
West Bank and Gaza,1994,90.8
West Bank and Gaza,1993,90.8
West Bank and Gaza,1992,90.8
West Bank and Gaza,1991,90.8
West Bank and Gaza,1990,90.8
World,2012,39430117.2
World,2011,40184163.7
World,2010,40239940.6
World,2009,40295718.3
World,2008,40351491.2
World,2007,40407262.6
World,2006,40463037.8
World,2005,40518818.4
World,2004,40537021.6
World,2003,40585416.6
World,2002,40633810.8
World,2001,40682205.8
World,2000,40760629.9
World,1999,40806352.3
World,1998,40889644.5
World,1997,40972937.9
World,1996,41056230.3
World,1995,41139526.7
World,1994,41222817.2
World,1993,41306109.2
World,1992,41343881.1
World,1991,32869733.8
World,1990,41607755.9
Yemen,2012,5490
Yemen,2011,5490
Yemen,2010,5490
Yemen,2009,5490
Yemen,2008,5490
Yemen,2007,5490
Yemen,2006,5490
Yemen,2005,5490
Yemen,2004,5490
Yemen,2003,5490
Yemen,2002,5490
Yemen,2001,5490
Yemen,2000,5490
Yemen,1999,5490
Yemen,1998,5490
Yemen,1997,5490
Yemen,1996,5490
Yemen,1995,5490
Yemen,1994,5490
Yemen,1993,5490
Yemen,1992,5490
Yemen,1991,5490
Yemen,1990,5490
Zambia,2012,491348
Zambia,2011,493014
Zambia,2010,494680
Zambia,2009,496346
Zambia,2008,498012
Zambia,2007,499678
Zambia,2006,501344
Zambia,2005,503010
Zambia,2004,504676
Zambia,2003,506342
Zambia,2002,508008
Zambia,2001,509674
Zambia,2000,511340
Zambia,1999,513006
Zambia,1998,514672
Zambia,1997,516338
Zambia,1996,518004
Zambia,1995,519670
Zambia,1994,521336
Zambia,1993,523002
Zambia,1992,524668
Zambia,1991,526334
Zambia,1990,528000
Zimbabwe,2012,149700
Zimbabwe,2011,152970
Zimbabwe,2010,156240
Zimbabwe,2009,159510
Zimbabwe,2008,162780
Zimbabwe,2007,166050
Zimbabwe,2006,169320
Zimbabwe,2005,172590
Zimbabwe,2004,175860
Zimbabwe,2003,179130
Zimbabwe,2002,182400
Zimbabwe,2001,185670
Zimbabwe,2000,188940
Zimbabwe,1999,192210
Zimbabwe,1998,195480
Zimbabwe,1997,198750
Zimbabwe,1996,202020
Zimbabwe,1995,205290
Zimbabwe,1994,208560
Zimbabwe,1993,211830
Zimbabwe,1992,215100
Zimbabwe,1991,218370
Zimbabwe,1990,221640
